"Kod";"Nazwa";"Wykaz";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0400000;"KUJAWSKO-POMORSKIE";"łóżka stan w dniu 31.12";"2016";1190;"-";"";
0400000;"KUJAWSKO-POMORSKIE";"łóżka stan w dniu 31.12";"2017";1210;"-";"";
0400000;"KUJAWSKO-POMORSKIE";"łóżka stan w dniu 31.12";"2018";1211;"-";"";
0400000;"KUJAWSKO-POMORSKIE";"pacjenci";"2014";2271;"osoba";"";
0400000;"KUJAWSKO-POMORSKIE";"pacjenci";"2015";2257;"osoba";"";
0400000;"KUJAWSKO-POMORSKIE";"pacjenci";"2016";2217;"osoba";"";
0400000;"KUJAWSKO-POMORSKIE";"pacjenci";"2017";2342;"osoba";"";
0400000;"KUJAWSKO-POMORSKIE";"pacjenci";"2018";2409;"osoba";"";
0600000;"LUBELSKIE";"ogółem";"2014";22;"ob.";"";
0600000;"LUBELSKIE";"ogółem";"2015";22;"ob.";"";
0600000;"LUBELSKIE";"ogółem";"2016";20;"ob.";"";
0600000;"LUBELSKIE";"ogółem";"2017";22;"ob.";"";
0600000;"LUBELSKIE";"ogółem";"2018";21;"ob.";"";
0600000;"LUBELSKIE";"łóżka stan w dniu 31.12";"2014";1272;"-";"";
0600000;"LUBELSKIE";"łóżka stan w dniu 31.12";"2015";1288;"-";"";
0600000;"LUBELSKIE";"łóżka stan w dniu 31.12";"2016";1318;"-";"";
0600000;"LUBELSKIE";"łóżka stan w dniu 31.12";"2017";1306;"-";"";
0600000;"LUBELSKIE";"łóżka stan w dniu 31.12";"2018";1347;"-";"";
0600000;"LUBELSKIE";"pacjenci";"2014";2087;"osoba";"";
0600000;"LUBELSKIE";"pacjenci";"2015";2288;"osoba";"";
0600000;"LUBELSKIE";"pacjenci";"2016";2194;"osoba";"";
0600000;"LUBELSKIE";"pacjenci";"2017";2153;"osoba";"";
0600000;"LUBELSKIE";"pacjenci";"2018";2181;"osoba";"";
0800000;"LUBUSKIE";"ogółem";"2014";13;"ob.";"";
0800000;"LUBUSKIE";"ogółem";"2015";13;"ob.";"";
0800000;"LUBUSKIE";"ogółem";"2016";12;"ob.";"";
0800000;"LUBUSKIE";"ogółem";"2017";13;"ob.";"";
0800000;"LUBUSKIE";"ogółem";"2018";13;"ob.";"";
0800000;"LUBUSKIE";"łóżka stan w dniu 31.12";"2014";889;"-";"";
0800000;"LUBUSKIE";"łóżka stan w dniu 31.12";"2015";871;"-";"";
0800000;"LUBUSKIE";"łóżka stan w dniu 31.12";"2016";840;"-";"";
0800000;"LUBUSKIE";"łóżka stan w dniu 31.12";"2017";910;"-";"";
0800000;"LUBUSKIE";"łóżka stan w dniu 31.12";"2018";921;"-";"";
0800000;"LUBUSKIE";"pacjenci";"2014";1612;"osoba";"";
0800000;"LUBUSKIE";"pacjenci";"2015";1596;"osoba";"";
0800000;"LUBUSKIE";"pacjenci";"2016";1488;"osoba";"";
0800000;"LUBUSKIE";"pacjenci";"2017";1424;"osoba";"";
0800000;"LUBUSKIE";"pacjenci";"2018";1569;"osoba";"";
1000000;"ŁÓDZKIE";"ogółem";"2014";26;"ob.";"";
1000000;"ŁÓDZKIE";"ogółem";"2015";26;"ob.";"";
1000000;"ŁÓDZKIE";"ogółem";"2016";27;"ob.";"";
1000000;"ŁÓDZKIE";"ogółem";"2017";27;"ob.";"";
1000000;"ŁÓDZKIE";"ogółem";"2018";27;"ob.";"";
1000000;"ŁÓDZKIE";"łóżka stan w dniu 31.12";"2014";1518;"-";"";
1000000;"ŁÓDZKIE";"łóżka stan w dniu 31.12";"2015";1473;"-";"";
1000000;"ŁÓDZKIE";"łóżka stan w dniu 31.12";"2016";1602;"-";"";
1000000;"ŁÓDZKIE";"łóżka stan w dniu 31.12";"2017";1652;"-";"";
1000000;"ŁÓDZKIE";"łóżka stan w dniu 31.12";"2018";1719;"-";"";
1000000;"ŁÓDZKIE";"pacjenci";"2014";3266;"osoba";"";
1000000;"ŁÓDZKIE";"pacjenci";"2015";3760;"osoba";"";
1000000;"ŁÓDZKIE";"pacjenci";"2016";3567;"osoba";"";
1000000;"ŁÓDZKIE";"pacjenci";"2017";3567;"osoba";"";
1000000;"ŁÓDZKIE";"pacjenci";"2018";3628;"osoba";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2014";38;"ob.";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2015";41;"ob.";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2016";40;"ob.";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2017";42;"ob.";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2018";43;"ob.";"";
1200000;"MAŁOPOLSKIE";"łóżka stan w dniu 31.12";"2014";2794;"-";"";
1200000;"MAŁOPOLSKIE";"łóżka stan w dniu 31.12";"2015";2959;"-";"";
1200000;"MAŁOPOLSKIE";"łóżka stan w dniu 31.12";"2016";3031;"-";"";
1200000;"MAŁOPOLSKIE";"łóżka stan w dniu 31.12";"2017";3136;"-";"";
1200000;"MAŁOPOLSKIE";"łóżka stan w dniu 31.12";"2018";3187;"-";"";
1200000;"MAŁOPOLSKIE";"pacjenci";"2014";4854;"osoba";"";
1200000;"MAŁOPOLSKIE";"pacjenci";"2015";5642;"osoba";"";
1200000;"MAŁOPOLSKIE";"pacjenci";"2016";5578;"osoba";"";
1200000;"MAŁOPOLSKIE";"pacjenci";"2017";5742;"osoba";"";
1200000;"MAŁOPOLSKIE";"pacjenci";"2018";5779;"osoba";"";
1400000;"MAZOWIECKIE";"ogółem";"2014";49;"ob.";"";
1400000;"MAZOWIECKIE";"ogółem";"2015";51;"ob.";"";
1400000;"MAZOWIECKIE";"ogółem";"2016";45;"ob.";"";
1400000;"MAZOWIECKIE";"ogółem";"2017";51;"ob.";"";
1400000;"MAZOWIECKIE";"ogółem";"2018";52;"ob.";"";
1400000;"MAZOWIECKIE";"łóżka stan w dniu 31.12";"2014";4051;"-";"";
1400000;"MAZOWIECKIE";"łóżka stan w dniu 31.12";"2015";4265;"-";"";
1400000;"MAZOWIECKIE";"łóżka stan w dniu 31.12";"2016";4313;"-";"";
1400000;"MAZOWIECKIE";"łóżka stan w dniu 31.12";"2017";4742;"-";"";
1400000;"MAZOWIECKIE";"łóżka stan w dniu 31.12";"2018";4747;"-";"";
1400000;"MAZOWIECKIE";"pacjenci";"2014";7436;"osoba";"";
1400000;"MAZOWIECKIE";"pacjenci";"2015";7222;"osoba";"";
1400000;"MAZOWIECKIE";"pacjenci";"2016";7451;"osoba";"";
1400000;"MAZOWIECKIE";"pacjenci";"2017";7318;"osoba";"";
1400000;"MAZOWIECKIE";"pacjenci";"2018";7481;"osoba";"";
1600000;"OPOLSKIE";"ogółem";"2014";18;"ob.";"";
1600000;"OPOLSKIE";"ogółem";"2015";19;"ob.";"";
1600000;"OPOLSKIE";"ogółem";"2016";19;"ob.";"";
1600000;"OPOLSKIE";"ogółem";"2017";18;"ob.";"";
1600000;"OPOLSKIE";"ogółem";"2018";20;"ob.";"";
1600000;"OPOLSKIE";"łóżka stan w dniu 31.12";"2014";928;"-";"";
1600000;"OPOLSKIE";"łóżka stan w dniu 31.12";"2015";1018;"-";"";
1600000;"OPOLSKIE";"łóżka stan w dniu 31.12";"2016";1001;"-";"";
1600000;"OPOLSKIE";"łóżka stan w dniu 31.12";"2017";929;"-";"";
1600000;"OPOLSKIE";"łóżka stan w dniu 31.12";"2018";1042;"-";"";
1600000;"OPOLSKIE";"pacjenci";"2014";1723;"osoba";"";
1600000;"OPOLSKIE";"pacjenci";"2015";2046;"osoba";"";
1600000;"OPOLSKIE";"pacjenci";"2016";1804;"osoba";"";
1600000;"OPOLSKIE";"pacjenci";"2017";1824;"osoba";"";
1600000;"OPOLSKIE";"pacjenci";"2018";1864;"osoba";"";
1800000;"PODKARPACKIE";"ogółem";"2014";23;"ob.";"";
1800000;"PODKARPACKIE";"ogółem";"2015";24;"ob.";"";
1800000;"PODKARPACKIE";"ogółem";"2016";23;"ob.";"";
1800000;"PODKARPACKIE";"ogółem";"2017";25;"ob.";"";
1800000;"PODKARPACKIE";"ogółem";"2018";29;"ob.";"";
1800000;"PODKARPACKIE";"łóżka stan w dniu 31.12";"2014";1339;"-";"";
1800000;"PODKARPACKIE";"łóżka stan w dniu 31.12";"2015";1393;"-";"";
1800000;"PODKARPACKIE";"łóżka stan w dniu 31.12";"2016";1363;"-";"";
1800000;"PODKARPACKIE";"łóżka stan w dniu 31.12";"2017";1400;"-";"";
1800000;"PODKARPACKIE";"łóżka stan w dniu 31.12";"2018";1554;"-";"";
1800000;"PODKARPACKIE";"pacjenci";"2014";2559;"osoba";"";
1800000;"PODKARPACKIE";"pacjenci";"2015";2525;"osoba";"";
1800000;"PODKARPACKIE";"pacjenci";"2016";2354;"osoba";"";
1800000;"PODKARPACKIE";"pacjenci";"2017";2492;"osoba";"";
1800000;"PODKARPACKIE";"pacjenci";"2018";2641;"osoba";"";
2000000;"PODLASKIE";"ogółem";"2014";11;"ob.";"";
2000000;"PODLASKIE";"ogółem";"2015";14;"ob.";"";
2000000;"PODLASKIE";"ogółem";"2016";12;"ob.";"";
2000000;"PODLASKIE";"ogółem";"2017";13;"ob.";"";
2000000;"PODLASKIE";"ogółem";"2018";13;"ob.";"";
2000000;"PODLASKIE";"łóżka stan w dniu 31.12";"2014";294;"-";"";
2000000;"PODLASKIE";"łóżka stan w dniu 31.12";"2015";375;"-";"";
2000000;"PODLASKIE";"łóżka stan w dniu 31.12";"2016";372;"-";"";
2000000;"PODLASKIE";"łóżka stan w dniu 31.12";"2017";402;"-";"";
2000000;"PODLASKIE";"łóżka stan w dniu 31.12";"2018";390;"-";"";
2000000;"PODLASKIE";"pacjenci";"2014";705;"osoba";"";
2000000;"PODLASKIE";"pacjenci";"2015";767;"osoba";"";
2000000;"PODLASKIE";"pacjenci";"2016";682;"osoba";"";
2000000;"PODLASKIE";"pacjenci";"2017";720;"osoba";"";
2000000;"PODLASKIE";"pacjenci";"2018";739;"osoba";"";
2200000;"POMORSKIE";"ogółem";"2014";26;"ob.";"";
2200000;"POMORSKIE";"ogółem";"2015";27;"ob.";"";
2200000;"POMORSKIE";"ogółem";"2016";28;"ob.";"";
2200000;"POMORSKIE";"ogółem";"2017";28;"ob.";"";
2200000;"POMORSKIE";"ogółem";"2018";28;"ob.";"";
2200000;"POMORSKIE";"łóżka stan w dniu 31.12";"2014";1220;"-";"";
2200000;"POMORSKIE";"łóżka stan w dniu 31.12";"2015";1214;"-";"";
2200000;"POMORSKIE";"łóżka stan w dniu 31.12";"2016";1267;"-";"";
2200000;"POMORSKIE";"łóżka stan w dniu 31.12";"2017";1299;"-";"";
2200000;"POMORSKIE";"łóżka stan w dniu 31.12";"2018";1311;"-";"";
2200000;"POMORSKIE";"pacjenci";"2014";3074;"osoba";"";
2200000;"POMORSKIE";"pacjenci";"2015";3047;"osoba";"";
2200000;"POMORSKIE";"pacjenci";"2016";2895;"osoba";"";
2200000;"POMORSKIE";"pacjenci";"2017";2929;"osoba";"";
2200000;"POMORSKIE";"pacjenci";"2018";2803;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"2014";44;"ob.";"";
2400000;"ŚLĄSKIE";"ogółem";"2015";46;"ob.";"";
2400000;"ŚLĄSKIE";"ogółem";"2016";44;"ob.";"";
2400000;"ŚLĄSKIE";"ogółem";"2017";45;"ob.";"";
2400000;"ŚLĄSKIE";"ogółem";"2018";48;"ob.";"";
2400000;"ŚLĄSKIE";"łóżka stan w dniu 31.12";"2014";2914;"-";"";
2400000;"ŚLĄSKIE";"łóżka stan w dniu 31.12";"2015";3253;"-";"";
2400000;"ŚLĄSKIE";"łóżka stan w dniu 31.12";"2016";3285;"-";"";
2400000;"ŚLĄSKIE";"łóżka stan w dniu 31.12";"2017";3253;"-";"";
2400000;"ŚLĄSKIE";"łóżka stan w dniu 31.12";"2018";3376;"-";"";
2400000;"ŚLĄSKIE";"pacjenci";"2014";4698;"osoba";"";
2400000;"ŚLĄSKIE";"pacjenci";"2015";5301;"osoba";"";
2400000;"ŚLĄSKIE";"pacjenci";"2016";5496;"osoba";"";
2400000;"ŚLĄSKIE";"pacjenci";"2017";5473;"osoba";"";
2400000;"ŚLĄSKIE";"pacjenci";"2018";5657;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2014";14;"ob.";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2015";14;"ob.";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2016";14;"ob.";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2017";15;"ob.";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2018";16;"ob.";"";
2600000;"ŚWIĘTOKRZYSKIE";"łóżka stan w dniu 31.12";"2014";781;"-";"";
2600000;"ŚWIĘTOKRZYSKIE";"łóżka stan w dniu 31.12";"2015";798;"-";"";
2600000;"ŚWIĘTOKRZYSKIE";"łóżka stan w dniu 31.12";"2016";798;"-";"";
2600000;"ŚWIĘTOKRZYSKIE";"łóżka stan w dniu 31.12";"2017";813;"-";"";
2600000;"ŚWIĘTOKRZYSKIE";"łóżka stan w dniu 31.12";"2018";848;"-";"";
2600000;"ŚWIĘTOKRZYSKIE";"pacjenci";"2014";1678;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"pacjenci";"2015";1760;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"pacjenci";"2016";1642;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"pacjenci";"2017";1643;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"pacjenci";"2018";1792;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2014";14;"ob.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2015";14;"ob.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2016";14;"ob.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2017";15;"ob.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2018";16;"ob.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"łóżka stan w dniu 31.12";"2014";475;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"łóżka stan w dniu 31.12";"2015";501;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"łóżka stan w dniu 31.12";"2016";516;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"łóżka stan w dniu 31.12";"2017";518;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"łóżka stan w dniu 31.12";"2018";539;"-";"";
2800000;"WARMIŃSKO-MAZURSKIE";"pacjenci";"2014";1358;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"pacjenci";"2015";1431;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"pacjenci";"2016";1408;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"pacjenci";"2017";1347;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"pacjenci";"2018";1406;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2014";13;"ob.";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2015";18;"ob.";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2016";19;"ob.";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2017";19;"ob.";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2018";18;"ob.";"";
3000000;"WIELKOPOLSKIE";"łóżka stan w dniu 31.12";"2014";494;"-";"";
3000000;"WIELKOPOLSKIE";"łóżka stan w dniu 31.12";"2015";1082;"-";"";
3000000;"WIELKOPOLSKIE";"łóżka stan w dniu 31.12";"2016";826;"-";"";
3000000;"WIELKOPOLSKIE";"łóżka stan w dniu 31.12";"2017";800;"-";"";
3000000;"WIELKOPOLSKIE";"łóżka stan w dniu 31.12";"2018";797;"-";"";
3000000;"WIELKOPOLSKIE";"pacjenci";"2014";1387;"osoba";"";
3000000;"WIELKOPOLSKIE";"pacjenci";"2015";2195;"osoba";"";
3000000;"WIELKOPOLSKIE";"pacjenci";"2016";1932;"osoba";"";
3000000;"WIELKOPOLSKIE";"pacjenci";"2017";1935;"osoba";"";
3000000;"WIELKOPOLSKIE";"pacjenci";"2018";1784;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"2014";11;"ob.";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"2015";10;"ob.";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"2016";10;"ob.";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"2017";10;"ob.";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"2018";10;"ob.";"";
3200000;"ZACHODNIOPOMORSKIE";"łóżka stan w dniu 31.12";"2014";454;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"łóżka stan w dniu 31.12";"2015";458;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"łóżka stan w dniu 31.12";"2016";478;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"łóżka stan w dniu 31.12";"2017";476;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"łóżka stan w dniu 31.12";"2018";481;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"pacjenci";"2014";1015;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"pacjenci";"2015";1060;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"pacjenci";"2016";1683;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"pacjenci";"2017";1147;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"pacjenci";"2018";1067;"osoba";"";
